label	message
ham	Oh. Sorry about that. I'll go watch another movie. The next time I go, I'll watch my next film. The next time I go,
ham	You probably need to get to work early this week, or at least to get some of the goodies and snacks you need.   What are your plans for your weekend?  To me
ham	Oh sorry please its over
ham	Carlos says we can pick up from him later so yeah we're set
ham	Is it a big week?
ham	Roger that. We‘re probably going to rem in about 20
ham	Prakesh is there know.
spam	:   So this is the second time that I have played some form of poker in recent years. This time I will be playing with a deck that I have known to have drawn to the
spam	. Here's a full list of possible offers for you:
ham	If you ask her or she say any please message.
ham	Ok
spam	U have won a nokia 6230 plus a free digital camera. This is what u get when u win our FREE auction. To take part send NOKIA to 83383 now. POBOX114/14TCR/W1 16
ham	Hey mate. Spoke to the mag people. We‘re on.  the is deliver by the end of the month. Deliver on the 24th sept. Talk later. 
ham	Yes but I don't care cause I know its there!
ham	? [smile] Yeah, I'm really enjoying it. [snickers] No... well you're a bit nervous for me now. [kiss] You
ham	. I’d like to thank you for the support you provided for this blog post.
ham	Match started.india  &lt;#&gt;  for 2
ham	U still going to the mall?
ham	Thts wat Wright Brother did to fly..
ham	[He then started giving out gifts like an animal to kids, the toys and the costumes for Halloween, and then he invited them to a little fun
ham	I love ya too but try and budget your money better babe. Gary would freak on me if he knew
spam	LookAtMe!: Thanks for your purchase of a video clip from LookAtMe!, you've been charged 35p. Think you can do better? Why not send a video in a MMSto 32323.
ham	Auntie huai juan never pick up her phone
ham	Hi Jon, Pete here, Ive bin 2 Spain recently & hav sum dinero left, Bill said u or ur rents mayb interested in it, I hav 12,000pes, so around £48, tb, James.
spam	, and can still continue to compete in our tournament, just please join us next week so we can win the prize.
ham	I knew it... U slept v late yest? Wake up so late...
ham	Finish liao... U?
ham	Yes I started to send requests to make it but pain came back so I'm back in bed. Double coins at the factory too. I gotta cash in all my nitros.
ham	You getting back any time soon?
ham	, like how are you doing today, like how are you doing today, like how are you doing today, like how are you doing today, like how are you
ham	None of that's happening til you get here though
ham	Ok darlin i supose it was ok i just worry too much.i have to do some film stuff my mate and then have to babysit again! But you can call me there.xx
ham	. Thanks for joining us!
ham	tomorrow at the White House.   But first, it's the White House. No, you're not a White House staffer. And as the president tries to get him to pay
ham	.  Thanks for reading!
ham	Nope. Meanwhile she talk say make i greet you.
ham	I.ll hand her my phone to chat wit u
ham	* Will have two more cartons off u and is very pleased with shelves
ham	Its good, we'll find a way
spam	If you're buying any of the following products at the local store:
ham	Yes.. now only saw your message..
ham	Rightio. 11.48 it is then. Well arent we all up bright and early this morning.
spam	You are being contacted by our Dating Service by someone you know! To find out who it is, call from your mobile or landline 09064017305 PoBox75LDNS7 
ham	and go see how I think he can be a great person.   I know of many people who want to go to the University of Michigan, but they don't want to be there and
ham	? What do you think you should do next week?
ham	Oh ho. Is this the first time u use these type of words
ham	Now only i reached home. . . I am very tired now. . I will come tomorro
spam	, then I'll be sure to let you know.
spam	with a 1-2 week offer. This will cost you $99.99. This offer includes shipping and handling for the full time customer.
ham	Here’s some more details on all your planned trips to the game, and what's your weekend plans?
ham	Sorry, I'll call later in meeting any thing related to trade please call Arul. &lt;#&gt; 
spam	We have new local dates in your area - Lots of new people registered in YOUR AREA. Reply DATE to start now! 18 only www.flirtparty.us REPLYS150
ham	"Tell you what, if you make a little spreadsheet and track whose idea it was to smoke to determine who ""smokes too much"" for the entire month of february, I'll come up"
spam	WIN: We have a winner! Mr. T. Foley won an iPod! More exciting prizes soon, so keep an eye on ur mobile or visit www.win-82050.co.uk
ham	, I can‬t believe you got a chance to play games.‬   I‬m sure that‬s the message to all the people who‬ve watched
ham	Thanx u darlin!im cool thanx. A few bday drinks 2 nite. 2morrow off! Take care c u soon.xxx
ham	Total video converter free download type this in google search:)
ham	Are you going to meet up with me in a while?
ham	How do you guys go to see movies on your side.
ham	I can probably come by, everybody's done around  &lt;#&gt;  right?
ham	"on his next morning.    ""It's time to meet again,"" he says. ""I'm really glad I'm doing that, because I'm the guy who's been doing it"
ham	I wnt to buy a BMW car urgently..its vry urgent.but hv a shortage of  &lt;#&gt; Lacs.there is no source to arng dis amt. &lt;#&gt; lacs..thats my prob
ham	Missed your call cause I was yelling at scrappy. Miss u. Can't wait for u to come home. I'm so lonely today.
ham	It's ok, at least armand's still around
ham	Raji..pls do me a favour. Pls convey my Birthday wishes to Nimya. Pls. Today is her birthday.
spam	"your favorite post? Get it in our store!     We do this because it's the first time a guy has said, ""It's a terrible sign. I'm a sucker"
ham	"for us and help us get a higher rating?"" ""Thanks so much for your interest in this game, and I'd like to see you get your reviews as well"
ham	I'm still looking for a car to buy. And have not gone 4the driving test yet.
ham	Where @
ham	I'll see if I can swing by in a bit, got some things to take care of here firsg
ham	For you information, IKEA is spelled with all caps. That is not yelling. when you thought i had left you, you were sitting on the bed among the mess when i came in. i said we were going after you got home from class. please don't try and bullshit me. It makes me want to listen to you less.
ham	That's what I've been doing lately and I'm looking forward to being back in the game. I'm also looking forward to playing my first season at the University of Pittsburgh, so
spam	and win prizes, a trophy, a book or a bottle of wine.
ham	Ü collecting ur laptop then going to configure da settings izzit?
ham	Hey tmr meet at bugis 930 ?
ham	Hey! Congrats 2u2. id luv 2 but ive had 2 go home!
spam	",” he says. ""This is a great opportunity to have a great night.""    It's a gift from the Chicago Bears who will have a great night."
spam	. The price per item is determined by the discount on each of the following items, based on the actual price of the item. We'll update this section as soon as we have it.
spam	We've been talking about this a bit, but with all the money we raised, our Kickstarter project was way too ambitious and the whole project had to be split up
spam	! This is your chance to win some goodies!
ham	Alright, I'll head out in a few minutes, text me where to meet you
ham	Great! How is the office today?
ham	I wud never mind if u dont miss me or if u dont need me.. But u wil really hurt me wen u need me &amp; u dont tell me......... Take care:-)
ham	She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife,
ham	Oh ic. I thought you meant mary jane.
ham	and play games?
ham	We can make a baby in yo tho
ham	A guy who gets used but is too dumb to realize it.
spam	!    The second month of the New Year will be an amazing day for the industry. That is why today we have announced that the 2014 Holiday Holiday Event is for sale as a
ham	Have you not finished work yet or something?
ham	Wat makes some people dearer is not just de happiness dat u feel when u meet them but de pain u feel when u miss dem!!!
ham	Thank you princess! I want to see your nice juicy booty...
